Cust Name,Sales,Profit,State
Patrick Jones,826.11,322.1829,Virginia
Christina Anderson,545.85,114.6285,New Mexico
Pierre Wener,145.98,-99.2664,Colorado
Pierre Wener,35.808,12.5328,Colorado
Shaun Weien,7.904,2.1736,Florida
Art Ferguson,345,86.25,New Jersey
Art Ferguson,174.286,-19.9184,New Jersey
Art Ferguson,662.84,172.3384,New Jersey
Art Ferguson,95.1,30.432,New Jersey
Art Ferguson,26.88,12.9024,New Jersey
Art Ferguson,257.98,74.8142,New Jersey
Anne McFarland,17.48,8.2156,California
Bill Donatelli,492.835,-14.081,Pennsylvania
Christopher Martinez,269.49,5.3898,South Carolina
Christopher Schild,29.12,9.828,California
Denny Blanton,18.75,9,New York
Denny Blanton,119.7,31.122,New York
Denny Blanton,9.144,3.0861,New York
Denny Blanton,57.06,18.2592,New York
Denny Blanton,71.6,13.604,New York
Denny Blanton,107.44,27.9344,New York
Denny Blanton,7.31,3.4357,New York
Denny Blanton,59.1,22.458,New York
Denny Blanton,46.53,12.0978,New York
James Galang,97.84,25.4384,New Jersey
Shahid Collister,29.97,13.4865,Washington
Shahid Collister,98.352,34.4232,Washington
Chuck Sachs,83.92,29.372,New York
Chuck Sachs,14.624,5.1184,New York
Chuck Sachs,136.99,36.9873,New York
Chuck Sachs,3.15,1.512,New York
Mike Kennedy,9.11,4.0995,Virginia
Mike Kennedy,571.44,165.7176,Virginia
Mike Kennedy,32.4,15.552,Virginia
Mike Kennedy,16.91,4.5657,Virginia
Carlos Meador,14.272,4.2816,North Carolina
Carlos Meador,451.136,-67.6704,North Carolina
Carlos Meador,64.864,6.4864,North Carolina
Phillip Flathmann,217.584,-29.9178,California
Phillip Flathmann,82.95,29.0325,California
Phillip Flathmann,87.71,41.2237,California
Phillip Flathmann,1101.48,429.5772,California
Greg Maxwell,1322.352,-99.1764,California
Dan Campbell,5.46,1.4742,New York
Frank Olsen,11.184,0.8388,Texas
Frank Olsen,153.584,-32.6366,Texas
Alan Hwang,1003.62,0,Washington
Kristina Nunn,35.168,11.4296,Washington
Kristina Nunn,1137.75,250.305,Washington
Kristina Nunn,99.68,32.396,Washington
Kristina Nunn,5.56,1.4456,Washington
Claudia Bergmann,85.52,22.2352,Delaware
Claudia Bergmann,9.84,2.6568,Delaware
Claudia Bergmann,20.04,9.6192,Delaware
Tim Brockman,631.96,303.3408,New York
Tim Brockman,23.92,10.764,New York
Katherine Ducich,90.24,41.5104,California
John Murray,4548.81,1228.1787,New York
Kean Thornton,300.93,-34.392,Texas
Kean Thornton,719.96,53.997,Texas
Sonia Cooley,647.84,32.392,Indiana
Bryan Spruell,64.17,18.6093,California
Bryan Spruell,124.46,58.4962,California
Bill Tyler,9.584,3.3544,California
Dan Campbell,37.608,12.6927,Florida
Luke Schmidt,12.224,4.4312,Illinois
Luke Schmidt,2.304,-3.5712,Illinois
Luke Schmidt,9.36,-16.38,Illinois
Ralph Ritter,7.38,3.4686,California
Ken Lonsdale,53.72,15.0416,California
Ken Lonsdale,8187.65,327.506,California
Ken Lonsdale,77.92,34.2848,California
Richard Bierner,32.784,-85.2384,Texas
Maribeth Yedwab,196.776,14.7582,California
Maribeth Yedwab,479.94,52.7934,California
Arthur Wiediger,1117.92,55.896,Oklahoma
Kelly Williams,106.5,41.535,Louisiana
Daniel Byrd,45.66,-33.484,Florida
Brenda Bowman,95.968,1.1996,Illinois
Brenda Bowman,47.992,-2.0568,Illinois
Nora Preis,264.32,19.824,Ohio
Peter Bühler,604.656,204.0714,Texas
Dorothy Wardle,129.93,12.993,New Jersey
Cynthia Delaney,20.16,9.8784,Oklahoma
Cynthia Delaney,29.46,14.4354,Oklahoma
Cynthia Delaney,868.59,251.8911,Oklahoma
Cynthia Delaney,12.96,6.2208,Oklahoma
Cynthia Delaney,5.5,1.375,Oklahoma
Cynthia Delaney,121.6,55.936,Oklahoma
Thomas Thornton,42.048,5.256,Texas
Thomas Thornton,25.488,4.4604,Texas
Thomas Thornton,6.9,-12.075,Texas
Thomas Thornton,9.648,-16.884,Texas
Thomas Thornton,7.968,2.8884,Texas
Daniel Byrd,10.368,3.6288,Florida
Don Jones,114.2,52.532,Arkansas
Don Jones,17.96,8.2616,Arkansas
Don Jones,12.67,4.5612,Arkansas
Don Jones,339.96,122.3856,Arkansas
Dionis Lloyd,1801.632,-337.806,Pennsylvania
Lori Olson,46.32,18.0648,California
Seth Vernon,181.986,-54.5958,Ohio
Seth Vernon,431.976,-100.7944,Ohio
Seth Vernon,155.37,-36.253,Ohio
Eleni McCrary,1348.704,-219.1644,California
Eleni McCrary,700.152,78.7671,California
Ken Dana,111.888,22.3776,Arizona
Nicole Brennan,143.952,14.3952,Pennsylvania
Anne Pryor,173.94,13.9152,Massachusetts
Anne Pryor,14.76,6.9372,Massachusetts
Joel Eaton,205.92,2.0592,California
Joel Eaton,102.833,-6.049,California
John Murray,2.304,0.2592,Arizona
John Murray,1879.96,211.4955,Arizona
John Murray,313.024,105.6456,Arizona
John Murray,5.04,1.764,Arizona
Adrian Barton,821.88,213.6888,Kentucky
Adrian Barton,21.96,10.7604,Kentucky
Parhena Norris,25.92,12.4416,South Carolina
John Castell,705.544,70.5544,Florida
Philip Fox,50,12,New York
Bart Watters,51.712,-32.32,Texas
Ben Peterman,6.992,0.5244,Florida
Tamara Manning,1406.86,140.686,Utah
Tamara Manning,15.75,7.56,Utah
Tamara Manning,323.1,61.389,Utah
Maria Bertelson,9.216,3.3408,Tennessee
Maria Bertelson,10.368,3.6288,Tennessee
Harold Ryan,15.02,2.7036,New York
Harold Ryan,33.82,9.1314,New York
Brian Derr,71,27.69,Kentucky
Sarah Foster,25.12,7.85,Washington
Sarah Foster,2665.62,239.9058,Washington
Stefania Perrino,478.08,133.8624,New York
Dan Reichenbach,164.388,-35.6174,Ohio
Dan Reichenbach,13.248,3.6432,Ohio
Valerie Mitchum,2.912,0.91,Illinois
Chris McAfee,1399.944,52.4979,Texas
Sean Miller,526.45,31.587,Indiana
Ruben Ausman,16.23,7.9527,Georgia
Ruben Ausman,319.9,156.751,Georgia
Ruben Ausman,11.36,5.3392,Georgia
Ruben Ausman,675.12,290.3016,Georgia
Shirley Daniels,62.82,30.7818,Virginia
Shirley Daniels,489.92,0,Virginia
Shirley Daniels,19.44,9.3312,Virginia
Shirley Daniels,16.68,8.34,Virginia
Shirley Daniels,155.35,0,Virginia
Shirley Daniels,12.42,4.4712,Virginia
Shirley Daniels,187.98,52.6344,Virginia
Chris Selesnick,6.608,2.1476,Texas
Ralph Arnett,248.57,67.1139,New York
Ralph Arnett,22.23,9.7812,New York
Barry Franz,5.98,1.0166,California
Barry Franz,246.168,21.5397,California
Sanjit Engle,14.136,-7.7748,Illinois
Sanjit Engle,601.47,-300.735,Illinois
Roland Schwarz,79.1,39.55,South Carolina
Roland Schwarz,327.84,157.3632,South Carolina
Brian Moss,180.96,81.432,Indiana
Brian Moss,914.97,411.7365,Indiana
Brian Moss,587.97,158.7519,Indiana
Brian Moss,530.34,95.4612,Indiana
Brian Moss,14.94,7.3206,Indiana
Sally Knutson,121.94,35.3626,New York
Sally Knutson,122.71,36.813,New York
Edward Nazzal,14.94,7.0218,New York
Edward Nazzal,1349.85,364.4595,New York
Edward Nazzal,136.784,5.1294,New York
Edward Nazzal,61.12,20.7808,New York
Kean Nguyen,1.167,-0.8558,Florida
Michael Granlund,16.99,4.9271,California
Matt Collister,24.672,0,Texas
Matt Collister,2.52,0.882,Texas
Matt Collister,1218.735,-121.8735,Texas
Matt Collister,5.904,1.9926,Texas
Matt Collister,15.696,5.1012,Texas
Matt Collister,6.096,-3.9624,Texas
Bill Overfelt,41.568,2.598,California
Aleksandra Gannaway,230.28,23.028,California
Aleksandra Gannaway,18.288,5.715,California
Maribeth Schnelling,5.78,2.7166,California
Maribeth Schnelling,121.68,38.025,California
Jim Mitchum,4.17,1.0842,New Mexico
Jim Mitchum,67.04,6.704,New Mexico
Jim Mitchum,37.32,10.4496,New Mexico
Jim Mitchum,18.45,8.6715,New Mexico
Matthew Clasen,25.92,12.4416,Missouri
Tom Ashbrook,11199.968,3919.9888,New York
Tom Ashbrook,2399.6,647.892,New York
Tom Ashbrook,63.9,28.755,New York
Tom Ashbrook,52.99,0.5299,New York
Sean Braxton,60.864,9.1296,Ohio
Sean Braxton,652.995,-935.9595,Ohio
Sean Braxton,11.22,-7.48,Ohio
Aimee Bixby,14.94,7.0218,Oklahoma
Jason Fortune-,39.96,17.1828,Washington
Jason Fortune-,42.624,4.2624,Washington
Jason Fortune-,220.96,24.858,Washington
Barbara Fisher,4.928,0.7392,North Carolina
Barbara Fisher,7.23,-5.784,North Carolina
Tim Taslimi,323.1,61.389,California
Sarah Bern,19.04,9.3296,New York
Sarah Bern,13.128,4.2666,New York
Sarah Bern,64.14,16.6764,New York
Sarah Bern,858.24,143.04,New York
Liz MacKendrick,29.99,2.999,Arkansas
Kelly Andreada,186.048,67.4424,Illinois
Ben Ferrer,36.792,4.1391,North Carolina
Ben Ferrer,18.624,6.2856,North Carolina
Tom Boeckenhauer,57.69,23.6529,Oklahoma
Tom Boeckenhauer,42.81,20.1207,Oklahoma
Tom Boeckenhauer,12.96,6.2208,Oklahoma
Tom Boeckenhauer,821.88,213.6888,Oklahoma
Tom Boeckenhauer,104.85,28.3095,Oklahoma
Sally Hughsby,424.9575,19.998,California
Alan Schoenberger,10.776,3.5022,Utah
Alan Schoenberger,11.784,4.2717,Utah
Alan Schoenberger,164.88,80.7912,Utah
Alan Schoenberger,1292.94,77.5764,Utah
Alan Schoenberger,25.584,8.9544,Utah
Alan Schoenberger,261.74,65.435,Utah
Alan Schoenberger,14.4,7.056,Utah
Pete Kriz,10.86,5.1042,California
Harold Ryan,883.84,99.432,Arizona
Deirdre Greer,1979.89,494.9725,New York
Deirdre Greer,79.96,35.982,New York
Craig Leslie,8.76,4.2048,Missouri
Herbert Flentye,3.984,1.2948,Tennessee
Herbert Flentye,370.62,-142.071,Tennessee
Herbert Flentye,2.742,-2.0108,Tennessee
Hunter Glantz,79.512,20.8719,Texas
Hunter Glantz,28.352,9.5688,Texas
Nancy Lomonaco,40.784,4.5882,California
Nancy Lomonaco,105.96,29.6688,California
Rick Reed,166.44,79.8912,Massachusetts
Rick Reed,785.88,212.1876,Massachusetts
Rick Reed,26.2,12.838,Massachusetts
Rick Reed,1325.85,238.653,Massachusetts
Toby Carlisle,166.44,79.8912,California
Doug Bickford,8.76,0.7665,North Carolina
Doug Bickford,43.584,4.3584,North Carolina
Stewart Visinsky,11.088,-8.1312,Colorado
Stewart Visinsky,25.164,-16.776,Colorado
Mick Hernandez,14.4,7.056,Michigan
Mick Hernandez,619.95,111.591,Michigan
Mick Hernandez,89.52,42.0744,Michigan
Mick Hernandez,350.973,152.0883,Michigan
Mick Hernandez,164.99,49.497,Michigan
Carol Triggs,312.552,101.5794,California
Karl Braun,95.952,29.985,North Carolina
Karl Braun,3.204,-2.4564,North Carolina
Ralph Arnett,3.98,-6.567,Illinois
Yoseph Carroll,15.7,7.065,California
Russell Applegate,5.248,1.64,Illinois
Charles McCrossin,5.346,-4.455,Pennsylvania
Chad Sievert,15.48,5.6115,Colorado
Chad Sievert,108.576,8.1432,Colorado
Anthony Johnson,109.9,37.366,Washington
Dan Lawera,15.384,4.0383,Florida
Bobby Elias,30.352,10.6232,Ohio
Sean Miller,821.3,-16.426,Florida
Sean Miller,22638.48,-1811.0784,Florida
Sean Miller,21.376,7.4816,Florida
Sean Miller,8.016,1.002,Florida
Sean Miller,30.768,8.0766,Florida
Sean Miller,18.936,5.9175,Florida
Sean Miller,122.352,15.294,Florida
Resi Pölking,116.28,56.9772,Maryland
Joy Daniels,132.6,17.238,New York
Alejandro Ballentine,16.68,4.3368,New Mexico
Alejandro Ballentine,19.44,9.3312,New Mexico
Alejandro Ballentine,192.16,92.2368,New Mexico
Charles Crestani,227.36,81.8496,California
Charles Crestani,1919.976,215.9973,California
Gary Hwang,12.828,-8.9796,Florida
Cathy Prescott,45.888,9.1776,Ohio
Gary McGarr,60.12,22.2444,New York
Lena Creighton,302.376,37.797,North Carolina
Beth Thompson,13.9,5.56,Washington
Cathy Prescott,129.98,62.3904,New York
Steve Carroll,71.98,15.1158,Georgia
Dennis Kane,377.97,109.6113,New York
Sanjit Engle,124.36,33.5772,California
Luke Foster,23.976,-14.3856,Texas
Odella Nelson,8.376,2.7222,North Carolina
Odella Nelson,58.24,5.096,North Carolina
Tom Boeckenhauer,81.2,12.18,Virginia
David Flashing,14.45,6.7915,California
David Flashing,95.648,31.0856,California
Emily Phan,359.97,-71.994,Pennsylvania
Emily Phan,350.352,-140.1408,Pennsylvania
Sally Knutson,1.641,-1.3128,Ohio
Sally Knutson,629.958,94.4937,Ohio
Fred Harton,6.63,1.7901,Washington
Fred Harton,799.96,343.9828,Washington
Fred Harton,107.53,21.506,Washington
Eric Hoffmann,73.98,19.9746,New Jersey
Eric Hoffmann,5.58,2.1762,New Jersey
Joe Elijah,49.12,23.0864,New Mexico
Ken Lonsdale,377.97,94.4925,Delaware
Ken Lonsdale,42.28,19.8716,Delaware
Ken Lonsdale,299.97,56.9943,Delaware
Ken Lonsdale,89.98,43.1904,Delaware
Edward Becker,477.24,9.5448,Alabama
Edward Becker,25.98,1.5588,Alabama
Bruce Degenhardt,46.72,17.52,Ohio
MaryBeth Skach,35.34,13.4292,California
Stewart Carmichael,257.64,100.4796,California
Stewart Carmichael,125.976,47.241,California
Fred McMath,79.992,21.9978,North Carolina
Kean Thornton,700.056,-130.0104,Massachusetts
Anne Pryor,27.168,-1.3584,Texas
Ritsa Hightower,8.226,-6.0324,Florida
Carlos Soltero,585.552,73.194,Washington
Tamara Manning,423.28,110.0528,California
Herbert Flentye,225.296,22.5296,California
George Ashbrook,5.56,2.224,California
George Ashbrook,323.37,129.348,California
George Ashbrook,783.96,68.5965,California
George Ashbrook,1447.65,419.8185,California
George Ashbrook,11.96,5.8604,California
Erica Smith,239.97,71.991,New York
Julie Prescott,76.92,31.5372,Georgia
Julie Prescott,481.32,125.1432,Georgia
Dean percer,48.4,23.232,Utah
Neil Knudson,0.99,0.4356,California
Neil Knudson,101.84,36.917,California
Paul Lucas,10.332,-7.5768,Pennsylvania
Paul Lucas,31.155,-23.8855,Pennsylvania
Paul Lucas,8.928,0.6696,Pennsylvania
Robert Waldorf,34.384,3.8682,Pennsylvania
Robert Waldorf,1924.16,312.676,Pennsylvania
Michael Oakman,32.192,-80.48,Texas
Michael Oakman,50.12,-0.6265,Texas
Michael Oakman,47.976,1.7991,Texas
Jennifer Jackson,54.5,14.17,Wisconsin
Brian Thompson,19.104,5.7312,Florida
Rob Dowd,49.44,24.2256,Michigan
Max Ludwig,10.368,3.6288,Ohio
Joel Eaton,154.44,1.5444,California
Elpida Rittenbach,60.984,4.5738,Colorado
Jessica Myrick,195.466,-13.7976,California
Saphhira Shifley,23.68,6.216,Florida
Saphhira Shifley,2.376,0.7425,Florida
Toby Carlisle,59.2,29.6,New York
Hunter Glantz,22,9.68,Minnesota
Lisa DeCherney,257.98,74.8142,Michigan
Alejandro Savely,23.988,-15.992,Pennsylvania
Michael Paige,23.976,-15.5844,Ohio
Cynthia Delaney,601.536,0,California
Cynthia Delaney,7.9,2.528,California
Michael Dominguez,58.36,-24.803,Texas
Michael Dominguez,16.464,1.4406,Texas
Michael Dominguez,39.96,-23.976,Texas
Brian Moss,25.96,7.5284,Nebraska
Brian Moss,36.27,10.881,Nebraska
Brian Moss,6.48,3.1104,Nebraska
Kean Nguyen,1075.088,94.0702,California
Kean Nguyen,438.368,38.3572,California
Kean Nguyen,18.088,6.5569,California
Kean Nguyen,308.499,-18.147,California
Ivan Gibson,13.36,4.1416,Arkansas
Ivan Gibson,39.96,18.7812,Arkansas
Ivan Gibson,145.85,70.008,Arkansas
Jill Stevenson,783.96,78.396,Florida
Guy Armstrong,7.88,1.773,Oregon
Denise Leinenbach,41.37,17.3754,New Mexico
Cindy Stewart,12.84,5.778,California
Cindy Stewart,25.68,11.556,California
Charles Crestani,47.516,-2.0364,Texas
Michelle Huthwaite,9.42,0.471,Washington
Michelle Huthwaite,12.96,6.2208,Washington
Michelle Huthwaite,704.9,56.392,Washington
Michelle Huthwaite,561.568,28.0784,Washington
Mike Pelletier,179.82,84.5154,Wisconsin
Mike Pelletier,185.58,76.0878,Wisconsin
Mike Pelletier,214.11,36.3987,Wisconsin
Mike Pelletier,999.96,229.9908,Wisconsin
Mike Pelletier,653.55,111.1035,Wisconsin
Daniel Raglin,114.6,51.57,Massachusetts
Daniel Raglin,60.74,15.185,Massachusetts
Daniel Raglin,124.36,27.3592,Massachusetts
Daniel Raglin,1088.76,315.7404,Massachusetts
Darrin Martin,6.72,2.352,California
Darrin Martin,298.776,7.4694,California
Brian DeCherney,302.376,22.6782,California
Dan Campbell,8.928,0.558,Texas
Dan Campbell,47.584,-2.974,Texas
Michelle Tran,33.792,10.56,Texas
Michelle Tran,300.5328,-97.2312,Texas
Michelle Tran,2.724,-4.3584,Texas
Michelle Tran,3.264,1.1016,Texas
Max Jones,108.336,37.9176,Ohio
Max Jones,55.92,6.291,Ohio
Max Jones,78.304,29.364,Ohio
Natalie DeCherney,443.92,-94.333,Oregon
Natalie DeCherney,155.976,54.5916,Oregon
Carol Adams,15.47,4.1769,Alabama
Carol Adams,7.16,3.4368,Alabama
Guy Armstrong,10.89,2.8314,California
Guy Armstrong,19.44,9.3312,California
Guy Armstrong,121.6,39.52,California
Toby Carlisle,695.7,-27.828,Florida
Jennifer Braxton,120.33,31.2858,New York
Christine Kargatis,1139.92,284.98,Virginia
Rob Lucas,229.544,83.2097,North Carolina
Anna Chung,143.728,-32.3388,Texas
Brosina Hoffman,36.048,-0.9012,Pennsylvania
Brooke Gillingham,845.488,-12.0784,Illinois
Xylona Preis,50.94,14.2632,Massachusetts
Skye Norling,762.594,-1143.891,Illinois
Denise Monton,56.28,15.7584,Georgia
Denise Monton,2690.97,1264.7559,Georgia
Anthony Jacobs,7.434,-5.6994,Florida
Karen Carlisle,64.784,-12.9568,Pennsylvania
Vicky Freymann,28.16,13.2352,Indiana
Susan Vittorini,14.98,6.8908,New York
Susan Vittorini,20.32,6.9088,New York
Eleni McCrary,40.29,10.4754,Massachusetts
Raymond Buch,20.23,9.5081,South Dakota
Don Jones,1603.136,100.196,California
Christopher Conant,225.296,22.5296,North Carolina
Shahid Collister,67.8,4.068,Georgia
Shahid Collister,377.97,98.2722,Georgia
Shahid Collister,1628.82,374.6286,Georgia
Shahid Collister,286.93,140.5957,Georgia
Rick Hansen,20.736,7.2576,Florida
Jay Kimmel,31.44,8.4888,California
Jay Kimmel,83.79,22.6233,California
Jay Kimmel,59.52,15.4752,California
Jay Kimmel,31.92,9.2568,California
Art Foster,14.72,-3.312,Ohio
Art Foster,38.976,-2.436,Ohio
Lena Creighton,17.088,1.068,Florida
Beth Fritzler,74.352,23.235,Arizona
Beth Fritzler,314.352,-35.3646,Arizona
Stuart Calhoun,4.26,1.7466,California
Scott Williamson,811.28,24.3384,California
Michael Chen,6.03,2.9547,New York
Tamara Dahlen,153.568,-5.7588,California
Tamara Dahlen,1013.488,76.0116,California
Dean percer,52.34,24.5998,New Jersey
Dean percer,4.66,1.3514,New Jersey
Dean percer,254.97,91.7892,New Jersey
Shirley Daniels,25.44,12.72,New Jersey
Shirley Daniels,27.93,8.0997,New Jersey
Tamara Manning,8.85,-13.7175,Illinois
Berenike Kampe,6.96,2.2272,California
Jeremy Farry,17.456,5.8914,California
Emily Phan,307.92,-34.641,Arizona
Emily Phan,6.63,1.7901,California
Emily Phan,12.96,6.2208,California
Emily Phan,32.4,15.552,California
Ken Heidel,23.85,10.7325,Washington
Harry Greene,51.96,12.99,Louisiana
Harry Greene,17.94,8.6112,Louisiana
Julie Creighton,11.56,5.6644,New York
Julie Creighton,26.4,11.88,New York
Julie Creighton,69.08,29.0136,New York
Julie Creighton,35.88,10.0464,New York
Kunst Miller,49.65,20.853,New York
Erica Bern,959.968,119.996,North Carolina
Pierre Wener,408.422,-5.8346,Texas
Paul Gonzalez,479.984,59.998,New York
Paul Gonzalez,12.6,6.048,New York
Daniel Byrd,184.66,84.9436,Georgia
Craig Reiter,23.12,8.381,Illinois
Katharine Harms,37.464,12.1758,Illinois
Katharine Harms,539.658,-7.7094,Illinois
Christopher Schild,310.12,80.6312,Washington
Daniel Lacy,8.56,3.852,Minnesota
Daniel Lacy,52.4,14.148,Minnesota
Daniel Lacy,14.94,6.8724,Minnesota
Max Engle,11.22,0.2244,Washington
Valerie Dominguez,387.136,24.196,Florida
Chloris Kastensmidt,41.4,19.458,New York
Chloris Kastensmidt,35,10.5,New York
Chloris Kastensmidt,39.552,14.3376,New York
Daniel Lacy,135.72,35.2872,Indiana
Daniel Lacy,12.56,5.652,Indiana
Daniel Lacy,263.96,71.2692,Indiana
Sanjit Engle,5.952,0.372,Texas
Luke Schmidt,15.8,2.37,Pennsylvania
Luke Schmidt,14.368,3.9512,Pennsylvania
Luke Schmidt,70.448,12.3284,Pennsylvania
Michael Moore,129.3,6.465,California
Deborah Brumfield,3.882,-5.823,Texas
Rob Williams,6.08,3.04,Michigan
Justin MacKendrick,19.9,8.955,New York
Justin MacKendrick,70.71,4.9497,New York
Becky Pak,18.84,7.9128,Georgia
Carol Triggs,8.64,2.5056,Minnesota
Tracy Hopkins,1633.188,-1306.5504,North Carolina
Maria Etezadi,19.76,8.2992,Michigan
Thomas Thornton,6.608,2.2302,California
Thomas Thornton,7.28,2.73,California
Thomas Thornton,144.784,10.8588,California
Greg Tran,156.792,13.7193,Washington
Greg Tran,431.976,26.9985,Washington
Greg Tran,35.89,16.1505,Washington
Greg Tran,47.208,15.3426,Washington
Greg Tran,248.08,116.5976,Washington
Greg Tran,189.7,89.159,Washington
Greg Tran,59.808,19.4376,Washington
Justin Deggeller,90.99,14.5584,Wisconsin
Justin Deggeller,1526.56,427.4368,Wisconsin
Justin Deggeller,368.97,40.5867,Wisconsin
Mick Crebagga,305.01,76.2525,California
Mick Crebagga,18.7,7.106,California
Lisa Hazard,38.29,16.4647,California
Mike Pelletier,26.25,11.025,California
Mike Pelletier,64.96,22.736,California
Mike Pelletier,43.7,20.539,California
Eugene Moren,41.6,13,Arizona
Eugene Moren,23.12,8.381,Arizona
Eugene Moren,113.888,9.9652,Arizona
Eugene Moren,113.568,-5.6784,Arizona
Eugene Moren,7.92,0.693,Arizona
Eugene Moren,671.984,50.3988,Arizona
Greg Guthrie,39.99,11.5971,New York
Michelle Arnett,191.646,31.941,New York
Shahid Hopkins,2.313,-1.9275,Ohio
Kean Takahito,19.936,7.2268,California
Kean Takahito,45.92,21.5824,California
Philisse Overcash,20.34,9.3564,Washington
Philisse Overcash,39.28,19.2472,Washington
Andy Yotov,81.568,9.1764,California
Andy Yotov,97.184,6.074,California
Andy Yotov,24.32,8.208,California
Andy Yotov,18.96,7.584,California
Corey-Lock,32.952,-19.7712,Illinois
Corey-Lock,30.016,3.0016,Illinois
Jill Fjeld,499.584,43.7136,North Carolina
Jill Fjeld,31.104,10.8864,North Carolina
Jill Fjeld,13.272,-10.6176,North Carolina
Jill Fjeld,28.272,6.3612,North Carolina
Jill Fjeld,259.136,-51.8272,North Carolina
Andrew Roberts,10.8,5.184,Oklahoma
Anna Gayman,244.006,-31.3722,Texas
Anna Gayman,15.936,5.3784,Texas
Darrin Van Huff,188.552,-2.6936,Pennsylvania
Hunter Lopez,22.58,5.8708,New York
Natalie DeCherney,545.94,87.3504,South Carolina
Giulietta Baptist,20.736,7.2576,Pennsylvania
Giulietta Baptist,43.296,4.3296,Pennsylvania
Clay Ludtke,123.136,13.8528,Washington
Clay Ludtke,11.264,3.8016,Washington
Ryan Crowe,53.424,4.6746,Oregon
Ryan Crowe,275.49,-170.8038,Oregon
Julia Barnett,24.96,6.24,Georgia
Julia Barnett,19.36,9.2928,Georgia
Julia Barnett,1267.65,152.118,Georgia
Matthew Clasen,12.99,0.7794,California
Matthew Clasen,18.56,6.496,California
Matthew Clasen,449.15,8.983,California
Matthew Clasen,31.248,10.9368,California
Tim Taslimi,61.44,16.5888,New York
Max Jones,895.92,421.0824,Michigan
Annie Thurman,55.36,18.684,California
Philip Brown,55.92,6.291,Arizona
Natalie Webber,24.896,8.4024,Pennsylvania
Natalie Webber,3.984,0.6474,Pennsylvania
Natalie Webber,95.968,28.7904,Pennsylvania
Natalie Webber,206.991,-172.4925,Pennsylvania
Natalie Webber,44.416,3.8864,Pennsylvania
Natalie Webber,9.006,-7.2048,Pennsylvania
Victor Preis,19,8.93,Michigan
Ross DeVincentis,33.376,10.43,New York
Michael Grace,207.48,62.244,New York
Pete Armstrong,91.68,45.84,Wisconsin
Craig Reiter,904.9,253.372,New York
Allen Armold,34.272,11.1384,California
James Galang,191.82,74.8098,Kentucky
Rick Reed,243.88,27.4365,Ohio
Sharelle Roach,12.03,-9.223,Colorado
Sharelle Roach,2549.985,-3399.98,Colorado
Sharelle Roach,21.594,-15.8356,Colorado
Sharelle Roach,8.964,-6.5736,Colorado
Sharelle Roach,20.736,7.2576,Colorado
Lindsay Shagiari,344.22,-103.266,New York
Mick Hernandez,727.296,-172.7328,Texas
Mick Hernandez,22.608,-10.1736,Texas
Mick Hernandez,666.4,-33.32,Texas
Sanjit Chand,5.04,0.2016,Utah
Sanjit Chand,92.94,41.823,Utah
Sanjit Chand,66.69,22.0077,Utah
Sanjit Chand,91.68,28.65,Utah
Joy Bell-,327.7328,-14.4588,Texas
Amy Cox,52.272,17.6418,New York
Amy Cox,17.94,8.073,New York
Meg O'Connel,254.352,0,Pennsylvania
Robert Barroso,8.288,2.6936,Montana
Arianne Irving,504.9,80.784,Virginia
Dan Reichenbach,403.168,25.198,Oregon
Dario Medina,194.32,31.0912,Michigan
Dario Medina,25.99,7.5371,Michigan
Justin Hirsh,195.136,-12.196,Oregon
Adam Bellavance,20.736,7.2576,Pennsylvania
Brian Dahlen,53.7,10.203,Louisiana
Brian Dahlen,36.26,16.6796,Louisiana
Brian Dahlen,56.3,15.764,Louisiana
Brian Dahlen,32.4,15.552,Louisiana
Brian Dahlen,29.16,10.7892,Louisiana
Aaron Smayling,171.288,-6.4233,California
Zuschuss Donatelli,16.72,3.344,Tennessee
Karen Ferguson,12.96,6.2208,California
Karen Ferguson,22.18,10.8682,California
Karen Ferguson,2054.272,256.784,California
Benjamin Patterson,1022.97,-255.7425,Ohio
Chuck Clark,13.9,3.614,Minnesota
Chuck Clark,26.38,12.1348,Minnesota
Doug Bickford,43.176,13.4925,Washington
Tony Chapman,411.8,70.006,Georgia
Tony Chapman,360,129.6,Georgia
Nick Zandusky,41.96,2.9372,Idaho
Nick Zandusky,227.84,66.0736,Idaho
Nick Zandusky,37.94,18.2112,Idaho
Sean Wendt,517.9,134.654,Michigan
Sean Wendt,5.28,2.4288,Michigan
Todd Sumrall,2799.96,874.9875,Illinois
Hilary Holden,8.96,4.3008,California
Hilary Holden,31.5,15.12,California
Hilary Holden,30.56,10.3904,California
Hilary Holden,24.368,-3.3506,California
Denise Monton,119.976,22.4955,Ohio
Richard Eichhorn,26.88,9.744,Texas
Justin Deggeller,83.97,23.5116,Delaware
Justin Deggeller,104.97,7.3479,Delaware
Benjamin Farhat,90.8,25.424,New Mexico
Benjamin Farhat,140.736,49.2576,New Mexico
Benjamin Farhat,214.95,88.1295,New Mexico
Benjamin Farhat,45.36,21.7728,New Mexico
Benjamin Farhat,288.24,138.3552,New Mexico
Max Ludwig,663.936,82.992,Ohio
Yoseph Carroll,2934.33,792.2691,Delaware
Yoseph Carroll,124.41,14.9292,Delaware
Yoseph Carroll,57.75,26.565,Delaware
Lena Radford,114.46,28.615,California
Bruce Stewart,120.666,18.4548,California
